english,french
What grade is your sister in,Dans quelle année scolaire est ta sœur ?
What's your real purpose,Quel est votre réel objectif ?
Your book is on the desk,Ton livre est sur le bureau.
I will be your guarantor,Je serai ton garant
Better to get advice from your lawyer,Il est préférable d'obtenir le conseil de votre avocat.
I am sick of your complaint,J'en ai assez de votre récrimination.
Your allotment is 20,Votre allocation est de 20
Your dress is unsuitable for the occasion,Ta robe ne convient pas à la circonstance.
Your room is out of order,Votre chambre est en panne
Your room must always be kept clean,Ta chambre doit toujours être en ordre.
You have been beaten Give in,Tu es battu. Abandonne.
Please give my regards to your father,"Présente mes amitiés à ton père, s'il te plaît."
I'm tired of your complaints,Je suis fatigué par vos plaintes.
Your smile always makes me happy,Ton sourire me rend toujours heureux.
It's your move,C'est ton tour.
Your hair is too long,Tes cheveux sont trop longs.
Your hair really does look untidy,Tes cheveux ont vraiment l'air négligé.
Your remarks are off the point,Tes remarques sont hors sujet.
I can't help being a fool,Je ne peux pas m&#39;empêcher d&#39;être un idiot
Your problem is similar to mine,Ton problème est similaire au mien.
You should know better at your age,Tu devrais mieux connaître à ton âge
Tell me about your daily life,Parle-moi de ta vie quotidienne.
Your second button is coming off,Votre deuxième bouton se détache
You may read whichever book you like,Tu peux lire le livre que tu aimes.
Check your answers with his,Vérifiez vos réponses avec son
Check your answer with his,Vérifiez votre réponse avec la sienne.
Compare your answers with the teacher's,Compare tes réponses avec celles du professeur.
Compare your answer with Tom's,Compare ta réponse avec celle de Tom.
Your answer is to the point,Votre réponse est au point.
Your answer isn't correct Try again,Votre réponse n&#39;est pas correcte Réessayez
Your answer is right,Ta réponse est juste.
Your answer is anything but perfect,Ta réponse est tout sauf parfaite.
Your answer is wrong,Ta réponse est erronée.
Your answer is far from perfect,Ta réponse est loin d'être parfaite.
Your answer is far from satisfactory,Votre réponse est loin d'être satisfaisante.
I think your answer is correct,Je pense que ta réponse est exacte.
Your efforts will soon pay off,Vos efforts vont bientôt payer.
Your efforts will pay off one day,Vos efforts porteront leurs fruits un jour
Your efforts will bear fruit someday,Vos efforts produiront leurs fruits un de ces jours.
I hope your efforts will bear fruit,J'espère que vos efforts porteront fruit.
I forget your phone number,J'oublie ton numéro de téléphone.
I forget your telephone number,J'ai oublié votre numéro de téléphone.
May I use your phone,Puis-je utiliser votre téléphone ?
Your suggestion came up at the meeting,Votre suggestion a été évoquée à la réunion.
His proposal is out of the question,Sa proposition est complètement hors de question.
Your suggestion amounts to an order,Votre suggestion équivaut à une commande
Your proposal is a bit extreme,Votre proposition est un peu extrême.
Your suggestion is of no practical use,Votre suggestion n'est d'aucune utilité pratique.
I am in favor of your proposal,Je suis en faveur de ta proposition.
I cannot agree to your proposal,Je ne peux pas être d'accord avec votre proposition.
Bring your brother with you,Amenez votre frère avec vous.
Your brother said you'd gone to Paris,Ton frère m'a dit que tu étais allé à Paris.
Can I count on your loyalty,Puis-je compter sur ta loyauté ?
I'll act on your advice,J'agirai suivant votre conseil.
If only I had taken your advice,Si seulement j'avais pris votre conseil.
Your idea leaves nothing to be desired,Votre idée ne laisse rien à désirer.
It's none of your business,Ça ne te regarde pas
Mind your own business,Mêlez-vous de vos affaires.
When is your birthday,Quand est votre anniversaire
Your birthday is drawing near,Ton anniversaire se rapproche.
Aren't you being very rude,N&#39;êtes-vous pas très impoli
Your son has come of age,Ton fils est un homme maintenant.
"Is this your son, Betty","Est-ce ton fils, Betty ?"
I cannot accept your gift,Je ne peux accepter ton cadeau.
I'm fed up with your constant complaining,J'en ai marre de t'entendre râler constamment.
What's your major field,Quel est ton domaine principal ?
Go back to your seat,Regagnez votre place.
Your voice carries well,Ta voix porte bien.
Your policy is mistaken,Votre politique est erronée
I'm sure of your success,Je suis certain de ton succès.
Your success excites my envy,Votre succès excite mon envie
You're wide of the mark,Vous êtes loin de la marque
Your guess is entirely off the mark,Votre supposition est totalement hors de propos
Your philosophy of life varies from mine,Ta philosophie de la vie diffère de la mienne.
Your loving friend,Ton ami bien aimé.
Your new dress becomes you very well,Ta nouvelle robe te va très bien.
I didn't mean to hurt you,Je n'avais pas l'intention de te faire de la peine.
I don't like your taste in color,Je n'aime pas ton goût pour les couleurs.
I like the way you smile,J'aime ta façon de sourire.
Your advice is always helpful to me,Votre conseil m'est toujours utile.
I expect your help,Je compte sur ton aide.
I don't need your help,Je n'ai pas besoin de ton aide.
He is equal to the task,Il est à la hauteur de la tâche.
We'll start whenever you are ready,Nous commencerons dès que tu es prêt.
We will exempt you from attending,Nous vous dispenserons de participer
When will your assignment be completed,Quand votre mission sera-t-elle terminée
The ice will give under your weight,La glace va céder sous ton poids.
Write your address here,Inscris ici ton adresse.
Your attendance at classes was irregular,Votre assiduité aux cours était irrégulière
I'll miss your cooking,Ta cuisine me manquera.
This happened prior to receiving your letter,Ceci est survenu avant la réception de ta lettre.
I received your letter yesterday,J'ai reçu ta lettre hier.
Your letter made me happy,Ta lettre m'a rendu heureux.
What position do you hold,Quel est ton poste ?
Are your hands clean,Tes mains sont-elles propres ?
Please lend me your car,"S'il te plaît, prête-moi ta voiture."
Would you mind lending me your car,Voudrais-tu bien me prêter ta voiture ?
Give me a lift in your car,Dépose-moi avec ta voiture.
"Compared with yours, my car is small","Comparée à ta voiture, la mienne est petite."
What have you done with your car,Qu'as-tu fait de ta voiture ?
May I take your picture,Puis-je prendre votre photo ?
I would like your picture,J'aimerais avoir ta photo.
Your questions were too direct,Tes questions étaient trop directes.
Will you lend me your dictionary,Me prêterez-vous votre dictionnaire ?
May I borrow your dictionary,Est-ce que je peux vous emprunter votre dictionnaire ?
Look up the words in your dictionary,Cherche les mots dans ton dictionnaire.
Your bicycle is similar to mine,Votre vélo est similaire au mien.
Your bike is better than mine,Ton vélo est meilleur que le mien.
Is your watch correct,Ta montre est-elle exacte ?
Your watch seems to be very valuable,Ta montre me semble valoir très cher.
Your watch is more expensive than mine,Ta montre coûte plus cher que la mienne.
Your watch is ten minutes slow,Ta montre a dix minutes de retard.
What time is it by your watch,Quelle heure est-il sur ta montre ?
Where are your things,Où sont tes affaires ?
Your examination results are excellent,Vos résultats d'examen sont excellents.
Just follow your heart,Il suffit de suivre votre cœur
Your sister's as beautiful as ever,Ta sœur est toujours aussi belle.
I think your work is all right,Je pense que ton travail va bien
Your work is below average,Ton travail est en dessous de la moyenne.
What do you do,Que faites-vous
Your work has greatly improved,Ton travail s'est grandement amélioré.
How is your work coming along,Comment progresse ton travail ?
May we accompany you on your walk,Peut-être que nous pourrions t'accompagner sur le chemin ?
I left your umbrella in the bus,J'ai laissé ton parapluie dans le bus.
All the compositions were good except yours,Toutes les compositions étaient bonnes sauf la vôtre
Compare your composition with the example,Comparez votre composition avec l&#39;exemple
Your English composition is above the average,Votre dissertation anglaise est au-dessus de la moyenne.
Your composition leaves nothing to be desired,Votre composition ne laisse rien à désirer
Your composition is as good as ever,Votre composition est aussi bonne que jamais
There are few mistakes in your composition,Il y a peu d&#39;erreurs dans votre composition
Your composition has a few mistakes,Votre composition contient quelques erreurs
Where do you come from,D'où viens-tu
Do you eat rice in your country,Mangez-vous du riz dans votre pays ?
Your conduct is perfectly legal,Ta conduite est parfaitement légale.
Your conduct doesn't become a gentleman,Votre conduite ne sied pas à un gentilhomme.
Your behavior is quite out of place,Ton comportement est déplacé.
Your behavior is too extraordinary,Ta conduite est trop extravagante.
Your behavior admits of no excuse,Votre comportement est inexcusable.
Your behavior leaves much to be desired,Ton comportement laisse beaucoup à désirer.
You are not consistent in your actions,Tu n'es pas cohérent dans tes actions.
Your action has offended his dignity,Ton action a offensé sa dignité.
Your conduct is beyond bearing,Ta conduite est au-delà du supportable.
I am ashamed of your conduct,J'ai honte de ta conduite.
I cannot support your conduct,Je ne peux pas soutenir ta conduite
Please sum up your idea,Résume s'il te plaît ton idée.
Express your idea clearly,Exprime ton idée clairement.
We have decided to adopt your idea,Nous avons décidé d'adopter ton idée.
Your ideas are different from mine,Vos idées sont différentes des miennes.
Your guess is almost right,Tu as presque deviné juste.
Your idea is absolutely impossible,Ton idée est complètement impossible.
Your ideas are ahead of the times,Vos idées sont en avance sur le temps
Your view is too optimistic,Votre opinion est trop optimiste
Your ideas are quite old fashioned,Tes idées sont un peu dépassées.
Your idea differs entirely from mine,Ton idée est complètement différente de la mienne.
I liked your idea and adopted it,J'ai aimé ton idée et l'ai adopté.
I envy you your luck,J'envie ta chance.
You may invite any person you like,Vous pouvez inviter qui vous voulez.
Choose your favorite racket,Choisissez votre raquette préférée.
Do as you like,Faites comme vous voulez
You may act however you wish,Vous pouvez agir comme vous le souhaitez
Make your choice,Faites votre choix
I am amazed at your audacity,Je suis étonné par ton audace.
Your words are as good as violence,Vos paroles sont une forme de violence.
I know what you mean,Je sais ce que vous voulez dire.
I don't quite follow you,Je ne te suis pas très bien.
You're just being diplomatic,Tu veux juste paraître diplomate.
You are not consistent,Tu n'es pas cohérent.
She cannot have understood what you said,Elle ne peut pas avoir compris ce que tu as dit.
I think you're right,Je crois que tu as raison.
You may be right,Tu as peut-être raison.
What you say is right,Ce que vous dîtes est vrai.
I find it difficult to believe,J'ai du mal à y croire.
Your words must correspond with your actions,Tes paroles doivent correspondre à tes actions.
Aren't you pushing it too far,Ne pousses-tu pas le bouchon trop loin ?
You are off the point,Vous êtes hors de propos
All that you say is perfectly correct,Tout ce que tu dis est parfaitement correct.
What you say is usually true,Ce que vous dîtes est habituellement vrai.
I can't see what you mean,Je n'arrive pas à me figurer ce que tu veux dire.
I don't follow,Je ne suis pas.
I don't get what you mean,Je ne comprends pas ce que vous voulez dire.
Your study will bear fruit,Ton étude portera ses fruits.
Your dog may be really depressed,Il se peut que votre chien soit en dépression.
What's become of your dog,Qu&#39;est devenu votre chien
I have been anxious about your health,Je me suis inquiété pour ta santé.
I envy your good health,J'envie ta bonne santé.
Your conclusion is highly arguable,Ta conclusion est hautement polémique.
Your decision is open to some debate,Votre décision prête à discussion.
I'm sorry to upset your plans,Je suis désolé de décevoir tes plans.
I will go along with your plan,J'accompagnerai votre plan.
Your plan is of no earthly use,Votre projet n'a aucune utilité concevable.
Your plan is bound to fail,Votre plan est condamné à l'échec.
I'm afraid your plan will not work,J&#39;ai peur que ton plan ne fonctionne pas
Tell me the object of your plan,Faites-moi part de l'objet de votre plan.
Your plan seems better than mine,Votre plan semble meilleur que le mien.
I approve of your plan,J'approuve votre plan.
Tell me about your plan,Parle-moi de ton plan.
Your shoes are here Where are mine,Vos chaussures se trouvent ici. Où sont les miennes ?
Your shoes are here,Tes chaussures sont ici.
I'm sick of listening to your complaints,Je suis fatigué d'écouter tes plaintes.
I cannot help laughing at your folly,Je ne peux m'empêcher de rire devant ta bêtise.
Do you know what you're asking,Savez-vous ce que vous demandez
I forbid you to smoke,Je t'interdis de fumer.
His argument is more radical than yours,Son argument est plus radical que le vôtre.
Leave your desk as it is,Laisse ton bureau tel qu'il est.
I think your basic theory is wrong,Je pense que ta théorie de base est fausse
What's your wish,Quel est ton souhait ?
Your eyes remind me of stars,Tes yeux me rappellent des étoiles.
That is no business of yours,C'est pas tes affaires.
Where is your school,Où est ton école ?
Your singing puts professional singers to shame,Votre chant ferait pâlir un chanteur professionnel.
Your house needs repairing,Ta maison nécessite des réparations.
What direction does your house face,Ta maison fait face à quelle direction ?
Make a sketch of your house,Fais un croquis de ta maison.
Can I use your pencil,Puis-je utiliser ton crayon ?
Your pencils need sharpening,Il faut tailler tes crayons.
Your speech will be recorded in history,Ton discours marquera l'histoire.
I count on your help,Je compte sur ton aide.
Without your assistance I would have failed,Sans ton aide je n'aurais pas réussi.
Your English leaves nothing to be desired,Votre anglais ne laisse rien à désirer
Your English is improving,Ton anglais fait des progrès.
Your English is perfect,Votre anglais est parfait.
Your English has improved a lot,Ton anglais s'est beaucoup amélioré.
Your English has made gradual progress,Votre anglais a progressé progressivement
Your method of teaching English is absurd,Ta méthode d'enseigner l'anglais est absurde.
I'm amazed at your fluency in English,Je suis étonné de votre maîtrise de l&#39;anglais
I want your opinion,Je veux ton avis.
Don't press your opinions on me,Ne me presse pas tes opinions
Your opinion is similar to mine,Votre opinion est similaire à la mienne
Your opinion is far different from mine,Nos avis divergent complètement.
Your opinion is very constructive,Ton opinion est très constructive.
I agree with some of your opinions,Je suis d'accord avec certaines de tes opinions.
Your idea sounds like a good one,Ton idée semble être une bonne idée.
It all depends how you handle it,Cela dépend de comment vous le gérez.
I'm annoyed at your selfishness,Son égoïsme m'agace.
Do the first example in your workbook,Faites le premier exemple de votre classeur
I'll study your report,J'étudierai ton rapport.
I was disappointed with your paper,J'ai été déçu par ton papier.
Your selfishness will lose you your friends,Votre égoïsme vous fera perdre des amis.
I entirely approve of what you say,J&#39;approuve entièrement ce que tu dis
I am losing my patience with you,Je perds patience avec toi.
Your method is different from mine,Tes méthodes sont différentes des miennes.
You're on the right track,Tu es en bonne voie.
What you did is against the rules,Ce que tu as fait est contre les règles
Your time is up,Ton temps est écoulé.
Look about you,À propos de vous
I blush for your mistake,Je rougis de ton erreur
I'll give you anything that you want,Je te donnerai tout ce que tu veux
You have the advantage of me,Tu as l&#39;avantage de moi
Can I use your pen,Puis-je faire usage de votre stylo ?
Your pen is better than mine,Ton stylo est meilleur que le mien.
Your plan sounds great,Ton plan semble excellent.
Your pitching is far superior to mine,Ton lancer est bien meilleur que le mien.
Your tie blends well with your suit,Votre cravate se marie bien avec votre costume.
Your tie has come undone,Ta cravate est défaite.
Your dress is very nice,Ta robe est très jolie.
I'll come to your place,Je vais passer chez toi.
I'll make a model plane for you,Je ferai un avion en modèle réduit pour toi.
Choose such friends as will benefit you,Choisis tes amis de sorte qu'ils te profitent.
I will do anything for you,Je ferai n'importe quoi pour vous.
I'd do any damn thing for you,Je ferais n'importe quoi pour toi.
I'd jump through hoops for you,Je sauterais dans des cerceaux pour toi.
Your excellent work puts me to shame,Votre excellent travail me fait honte
What's the weight of your suitcase,Combien pèse ta valise ?
Your joke bears repeating,Ta blague mérite d&#39;être répétée
You went too far in your joke,Tu es allé trop loin dans ta blague
Your shirt button is coming off,Ton bouton de chemise est en train de partir.
We are worried about you,Nous nous inquiétons pour toi.
I have absolute trust in you,J'ai une absolue confiance en vous.
What are you fond of,Qu&#39;est-ce que tu aimes
Is this your glass or your sister's,Est-ce que c'est votre verre ou celui de votre sœur ?
Your cake is delicious,Ton gâteau est délicieux.
How many are there in your class,Combien sont là dans ta classe ?
Your collar has a stain on it,Ton collet est taché.
Here is your bag,Ton sac est ici.
I took your umbrella by mistake,J'ai pris ton parapluie par erreur.
Your mother is in critical condition,Ta mère est dans un état critique.
I'd like to see your father,Je voudrais voir ton père.
Is your uncle still abroad,Ton oncle est-il toujours à l'étranger ?
What does your aunt do,Que fait ta tante ?
Where does your uncle live,Où habite ton oncle ?
"Thanks to your help, I could succeed","Grâce à ton aide, j'ai pu réussir."
"Thanks to you, the job went well","Grâce à vous, le travail s&#39;est bien passé"
I have no idea what you mean,Je ne comprends pas ce que tu veux dire.
I'm tired of your everlasting grumbles,Je suis fatigué de tes grognements éternels
Your chair is identical to mine,Votre chaise est identique à la mienne
I believe you,Je te crois.
I don't agree with you,Je ne suis pas d'accord avec toi.
Is your apartment well maintained,Votre appartement est-il bien entretenu
Your idea is definitely worth thinking about,Ton idée mérite vraiment réflexion.
I will dry your T-shirt,Je vais sécher ton T-shirt
Your T-shirt will dry soon,Votre T-shirt va bientôt sécher
I regret that I told you,Je regrette de te l'avoir dit.
I have something to tell you,J’ai une confidence à te faire.
I have some good news for you,J'ai quelques bonnes nouvelles pour toi.
I will find you a good doctor,Je vais te trouver un bon toubib.
I'll make you a model plane,Je vais te faire une maquette d'avion.
I will forgive him out of consideration,Je lui pardonnerai en vertu de la considération que je vous porte.
I want you to read this book,Je veux que tu lises ce livre.
I will tell you a secret,Je vais vous faire une confidence.
You can't have understood what he said,Tu ne peux pas avoir compris ce qu'il a dit.
I feel for you,Je compatis avec toi.
I'll boil you the beans,Je te ferai ta tambouille.
You are wanted on the phone,On te réclame au téléphone.
I'll lend it to you,Je te la prêterai.
You shall have a nice present,Tu auras un beau cadeau
Do you know good from evil,Sais-tu faire la différence entre le bien et le mal ?
We'll give you your revenge,Nous te donnerons ta revanche.
Dozens of letters are awaiting you,Des douzaines de lettres vous attendent.
I'll make you a new suit,Je te ferai un nouveau costume.
I will never forget seeing you,Je n'oublierai jamais t'avoir vu.
I ordered you to get out,Je t&#39;ai ordonné de sortir
Who is that girl waving to you,Qui est cette fille qui te fait signe ?
I'll lend you my notebook,Je te prêterai mon carnet de notes.
I'm adamant that you should go,J'insiste que vous devez partir.
I want you to go,Je voudrais que tu t'en ailles
I wanted to show it to you,Je voulais te la montrer.
I'm very glad to see you,Je suis très heureux de vous voir.
I am looking forward to seeing you,Je suis impatiente de te voir.
It's always delightful to see you,C&#39;est toujours un plaisir de te voir
I was chagrined at missing you,J&#39;étais chagriné de te manquer
How I've missed you,Comme tu m'as manqué !
I'll tell you how to swim,Je vais vous dire comment nager
You are in part responsible for it,Tu en es en partie responsable.
You ought to have seen it,Tu aurais dû le voir
I want you to work harder,Je veux que vous travailliez davantage.
I want to see you again,Je veux te revoir.
I'm leaving it to you,Je te le laisse.
You have a bright future,Tu as un brillant avenir.
He couldn't be good for you,Il ne saurait être bon pour toi.
You have no cause for anger,Tu n'as pas de raison de t'énerver.
You've got nothing to complain of,Vous n&#39;avez rien à redire
You shall want for nothing,Tu ne manqueras de rien
You have knowledge and experience as well,Vous avez également des connaissances et de l&#39;expérience
I take my hat off to you,Je te tire mon chapeau.
Life lies in front of you,La vie s'étend devant toi.
Don't you have a sense of justice,N'as-tu donc pas le sens de la justice ?
You have many caring friends,Vous avez de nombreux amis attentionnés
You are very trying to me sometimes,Tu m&#39;as beaucoup essayé parfois
I expect you to be punctual,Je m'attends à ce que tu sois ponctuel.
You got me,Tu me tiens.
There is nothing wrong with you,Il n'y a rien de mal avec toi.
You have a gift for music,Tu as un talent musical.
I can't lie to you,Je ne puis vous mentir.
I can't hide the fact from you,Je ne peux te cacher ceci.
You make me feel so guilty,Tu me fais me sentir si coupable
I've given up on you,Je t&#39;ai abandonné
I expect you to work harder,J'attends de toi que tu travailles plus dur.
You are entitled to try once again,Tu as le droit d'essayer une nouvelle fois.
You are hopeless,Tu es impossible.
You have a good friend in me,Tu as un ami en moi
I bear no grudge against you,Je n'ai pas de rancune contre toi.
I expect you know all about it,J'espère que tu sais tout à ce propos.
You have no business doing it,Vous n&#39;avez rien à faire
You deserve the prize,Tu mérites le prix.
You have no right to say so,Je n'ai pas le droit de le dire
I take my hat off to you,Je te tire mon chapeau.
I blush for you,Je rougis pour toi
Green suits you,Le vert te va bien.
I am disgusted with you,Je suis dégoûté de toi.
I can't thank you enough,Je ne peux pas vous remercier assez.
All you can do is to wait,Tout ce que tu peux faire c'est attendre.
I can't keep up with you,Je ne peux pas te suivre.
